"elite","latitude","longitude"
"Ivan Duque Marquez",-8.8894825,39.243323
"Ivan Duque Marquez",-77.7355496,38.9687211
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-73.9873581,40.7003578
"Ivan Duque Marquez",-115.4522623,32.6245389
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.297333,4.570868
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-96.7656444,44.310455
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-96.7656444,44.310455
"Ivan Duque Marquez",-74.297333,4.570868
"Ivan Duque Marquez",-73.6376905,4.1513822
"Ivan Duque Marquez",-75.60526,4.98273
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-115.4522623,32.6245389
"Ivan Duque Marquez",-104.9793907,39.7368455
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-75.3905567,9.3045773
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-95.6291268,37.0329119
"Ivan Duque Marquez",-97.7430608,30.267153
"Ivan Duque Marquez",-75.496368,5.0742567
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-73.2436335,10.4742449
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-73.973864,9.003507
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-122.379066,47.809615
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-95.712891,37.09024
"Ivan Duque Marquez",-99.1373136,19.4361609
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",8.227512,46.818188
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-105.937799,35.6869752
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-119.4179324,36.778261
"Ivan Duque Marquez",-1.1306544,37.9922399
"Ivan Duque Marquez",-77.0053807,-12.2081732
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.297333,4.570868
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-77.0424472,38.8989548
"Ivan Duque Marquez",-73.3532199,8.25205
"Ivan Duque Marquez",-77.0368707,38.9071923
"Ivan Duque Marquez",-99.0120445,21.9795196
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-87.9064736,43.0389025
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-71.0588801,42.3600825
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-58.5590747,-34.6663194
"Ivan Duque Marquez",-118.287612,34.110629
"Ivan Duque Marquez",-58.5590747,-34.6663194
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-66.9036063,10.4805937
"Ivan Duque Marquez",-88.89653,13.794185
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-75.5812119,6.244203
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-77.7355496,38.9687211
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-115.4522623,32.6245389
"Ivan Duque Marquez",-77.7355496,38.9687211
"Ivan Duque Marquez",-75.89955,9.26909
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-71.8853775,-13.5436413
"Ivan Duque Marquez",-122.3845581,47.6672782
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-43.1779137,-22.5112638
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-87.6297982,41.8781136
"Ivan Duque Marquez",-79.9310512,32.7764749
"Ivan Duque Marquez",-96.7656444,44.310455
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-75.5873636,6.1696109
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-0.479611,51.5485
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-73.2436335,10.4742449
"Ivan Duque Marquez",-100.9331097,29.3182783
"Ivan Duque Marquez",-75.5276699,2.5359349
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-66.9036063,10.4805937
"Ivan Duque Marquez",-102.2915677,21.8852562
"Ivan Duque Marquez",-74.2117465,4.5827227
"Ivan Duque Marquez",-80.1917902,25.7616798
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-75.4794257,10.3910485
"Ivan Duque Marquez",-66.9036063,10.4805937
"Ivan Duque Marquez",-66.9036063,10.4805937
"Ivan Duque Marquez",-75.667356,4.4610191
"Ivan Duque Marquez",-74.0728759,4.597014
"Ivan Duque Marquez",140.6689995,-2.5916025
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-73.9880747,40.7628948
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.0059728,40.7127753
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-73.9849363,40.7558509
"Ivan Duque Marquez",-75.3412179,7.1986064
"Ivan Duque Marquez",-100.3898881,20.5887932
"Ivan Duque Marquez",-74.8069813,11.0041072
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.0059728,40.7127753
"Ivan Duque Marquez",-115.4522623,32.6245389
"Ivan Duque Marquez",-95.6751576,39.0473451
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-0.1356583,51.4974948
"Ivan Duque Marquez",-72.2261466,7.7713572
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-77.285787,1.2058837
"Ivan Duque Marquez",-46.658064,-23.559588
"Ivan Duque Marquez",-74.297333,4.570868
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-103.7283085,19.258715
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-115.4522623,32.6245389
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-46.6333094,-23.5505199
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-80.1917902,25.7616798
"Ivan Duque Marquez",-85.7013104,38.2536728
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-72.3074326,18.594395
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-74.1259154,4.6141938
"Ivan Duque Marquez",-0.9936306,53.100319
"Ivan Duque Marquez",-77.7355496,38.9687211
"Ivan Duque Marquez",-49.277701,-16.737357
"Ivan Duque Marquez",72.9593587,20.5230393
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.354009,4.809984
"Ivan Duque Marquez",-77.7355496,38.9687211
"Ivan Duque Marquez",-0.196612,51.903761
"Ivan Duque Marquez",-122.272747,37.8715926
"Ivan Duque Marquez",-105.2551187,54.5259614
"Ivan Duque Marquez",-75.1545381,6.0309469
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-66.9036063,10.4805937
"Ivan Duque Marquez",-3.4982579,39.9569147
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",0.6372179,51.7978049
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-75.5812119,6.244203
"Ivan Duque Marquez",-76.9785345,-12.0688811
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",8.227512,46.818188
"Ivan Duque Marquez",-75.5812119,6.244203
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.297333,4.570868
"Ivan Duque Marquez",-79.9553924,-3.2581112
"Ivan Duque Marquez",-70.2492965,8.6159976
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.0553658,4.6577159
"Ivan Duque Marquez",2.2893178,48.8663871
"Ivan Duque Marquez",-74.814801,11.003741
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-64.7782313,46.0878165
"Ivan Duque Marquez",-123.2620435,44.5645659
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-77.0274801,38.8942404
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-73.2436335,10.4742449
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-4.7793835,37.8881751
"Ivan Duque Marquez",-73.9849363,40.7558509
"Ivan Duque Marquez",-96.7656444,44.310455
"Ivan Duque Marquez",-66.9036063,10.4805937
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-75.89955,9.26909
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-58.9592643,-34.1633346
"Ivan Duque Marquez",-72.795543,10.9556419
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.827046,11.0054707
"Ivan Duque Marquez",-64.7782313,46.0878165
"Ivan Duque Marquez",-73.9849363,40.7558509
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",24.9383791,60.1698557
"Ivan Duque Marquez",-77.7355496,38.9687211
"Ivan Duque Marquez",-77.7355496,38.9687211
"Ivan Duque Marquez",-75.553814,6.3100252
"Ivan Duque Marquez",-98.2979037,19.0690903
"Ivan Duque Marquez",-115.4522623,32.6245389
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-8.8894825,39.243323
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-76.5319854,3.4516467
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-76.5319854,3.4516467
"Ivan Duque Marquez",-71.1221412,42.3655147
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-118.243571,34.042079
"Ivan Duque Marquez",-74.297333,4.570868
"Ivan Duque Marquez",-73.567256,45.5016889
"Ivan Duque Marquez",-71.4128343,41.8239891
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-73.9834916,40.748449
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-1.2464674,51.7612056
"Ivan Duque Marquez",-122.0321823,37.3229978
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-111.761497,32.968403
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-78.6568942,37.4315734
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-75.375085,6.144837
"Ivan Duque Marquez",0.6372179,51.7978049
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",19.2097782,50.0343982
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-95.7070615,37.2230892
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-0.075298,51.5509232
"Ivan Duque Marquez",-117.814262,46.2775138
"Ivan Duque Marquez",-75.57405,8.049293
"Ivan Duque Marquez",-87.409727,39.465177
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-71.4128343,41.8239891
"Ivan Duque Marquez",-122.7633036,38.083403
"Ivan Duque Marquez",-73.9441579,40.6781784
"Ivan Duque Marquez",100.5017651,13.7563309
"Ivan Duque Marquez",-0.0814374,51.5187516
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-119.4179324,36.778261
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-115.4522623,32.6245389
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-80.189196,25.766891
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-80.1373174,26.1224386
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.0059728,40.7127753
"Ivan Duque Marquez",-76.5319854,3.4516467
"Ivan Duque Marquez",-73.9902234,40.7522933
"Ivan Duque Marquez",-74.001682,40.737046
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-99.133208,19.4326077
"Ivan Duque Marquez",-73.9945607,40.7270258
"Ivan Duque Marquez",-96.7969879,32.7766642
"Ivan Duque Marquez",31.03351,-17.8251657
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-76.500191,0.504929
"Ivan Duque Marquez",-76.2704,2.9562909
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-1.2464674,51.7612056
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-75.1545381,6.0309469
"Ivan Duque Marquez",-1.2464674,51.7612056
"Ivan Duque Marquez",-1.2464674,51.7612056
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-80.1917902,25.7616798
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-99.1013498,18.6813049
"Ivan Duque Marquez",25.2796514,54.6871555
"Ivan Duque Marquez",-74.1138849,4.5689385
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",8.227512,46.818188
"Ivan Duque Marquez",-75.6756888,4.5350004
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-76.541315,3.4512731
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.2110227,11.2403547
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-1.2464674,51.7612056
"Ivan Duque Marquez",-73.6376905,4.1513822
"Ivan Duque Marquez",-80.1386547,26.8233946
"Ivan Duque Marquez",-74.8069813,11.0041072
"Ivan Duque Marquez",-117.2712717,32.8328112
"Ivan Duque Marquez",-97.1383744,49.895136
"Ivan Duque Marquez",-81.9495331,26.5628537
"Ivan Duque Marquez",-75.89955,9.26909
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-73.57359,5.875987
"Ivan Duque Marquez",-75.2809001,2.9344837
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-76.51474,8.5662
"Ivan Duque Marquez",-73.6376905,4.1513822
"Ivan Duque Marquez",-118.3941795,34.143857
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-76.9785345,-12.0688811
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-77.7355496,38.9687211
"Ivan Duque Marquez",8.227512,46.818188
"Ivan Duque Marquez",-75.5812119,6.244203
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-1.2464674,51.7612056
"Ivan Duque Marquez",-74.297333,4.570868
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-3.6831912,40.4508444
"Ivan Duque Marquez",-70.6504896,-33.4375545
"Ivan Duque Marquez",-75.5812119,6.244203
"Ivan Duque Marquez",-118.272654,34.022363
"Ivan Duque Marquez",34.851612,31.046051
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-69.9312117,18.4860575
"Ivan Duque Marquez",-105.5108312,39.9613759
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-77.7355496,38.9687211
"Ivan Duque Marquez",-97.678896,30.5082551
"Ivan Duque Marquez",-74.0059728,40.7127753
"Ivan Duque Marquez",-75.690601,4.8087174
"Ivan Duque Marquez",-75.8897352,8.7420513
"Ivan Duque Marquez",-117.814262,46.2775138
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-58.4242218,-34.5831009
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-73.8333975,45.6433362
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-75.5812119,6.244203
"Ivan Duque Marquez",-1.2464674,51.7612056
"Ivan Duque Marquez",-106.406566,31.684031
"Ivan Duque Marquez",-75.6042364,1.6153858
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-106.346771,56.130366
"Ivan Duque Marquez",115.8604572,-31.9505269
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-66.9036063,10.4805937
"Ivan Duque Marquez",-95.712891,37.09024
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.297333,4.570868
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-66.9036063,10.4805937
"Ivan Duque Marquez",-74.0059728,40.7127753
"Ivan Duque Marquez",-66.9036063,10.4805937
"Ivan Duque Marquez",-58.3977316,-34.6161508
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-4.7793835,37.8881751
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",19.2097782,50.0343982
"Ivan Duque Marquez",-8.8894825,39.243323
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-122.379066,47.809615
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-77.7355496,38.9687211
"Ivan Duque Marquez",-76.6147395,2.4448143
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-71.0588801,42.3600825
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-110.9603933,41.2661313
"Ivan Duque Marquez",-115.4522623,32.6245389
"Ivan Duque Marquez",-74.8069813,11.0041072
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-77.7355496,38.9687211
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-90.0715323,29.9510658
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-73.950643,40.6711079
"Ivan Duque Marquez",-74.0059728,40.7127753
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-122.333481,47.602201
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-1.2464674,51.7612056
"Ivan Duque Marquez",-99.7609631,27.7045499
"Ivan Duque Marquez",-75.8785348,8.750983
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.2110227,11.2403547
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-86.8515279,21.161908
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-115.4522623,32.6245389
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-3.7037902,40.4167754
"Ivan Duque Marquez",-66.9036063,10.4805937
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.1138849,4.5689385
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-63.588653,-16.290154
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-75.768462,5.163676
"Ivan Duque Marquez",-3.5590795,40.3974843
"Ivan Duque Marquez",-77.285787,1.2058837
"Ivan Duque Marquez",-74.297333,4.570868
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-73.8519319,7.0617085
"Ivan Duque Marquez",-8.8894825,39.243323
"Ivan Duque Marquez",-74.297333,4.570868
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-111.7256936,33.6042079
"Ivan Duque Marquez",-115.4522623,32.6245389
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-98.5786031,35.549284
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-77.7355496,38.9687211
"Ivan Duque Marquez",-72.9311289,5.7160848
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-1.2464674,51.7612056
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-75.446001,8.950643
"Ivan Duque Marquez",-77.7355496,38.9687211
"Ivan Duque Marquez",NA,NA
"Ivan Duque Marquez",-64.2204648,-31.4742902
"Ivan Duque Marquez",-111.7956962,40.3768203
"Ivan Duque Marquez",-74.297333,4.570868
"Ivan Duque Marquez",-80.1860244,25.7674731
"Ivan Duque Marquez",-4.7793835,37.8881751
"Ivan Duque Marquez",-74.2110227,11.2403547
"Ivan Duque Marquez",-74.072092,4.7109886
"Ivan Duque Marquez",-71.4128343,41.8239891
"Ivan Duque Marquez",-99.1373136,19.4361609
